name,short_description,detail,tags,established_date,size,address,branches,impressum_link,website
DesignKis GmbH & Co. KG,Verpackungsdesign / Coporate Design Agentur,"Wir sind DesignKis, die Hamburger Agentur für ökologisch verträgliches Verpackungsdesign und Coporate Design. Mit viel Spaß und Herzblut wickeln wir mit einem Team aus festen und freien Mitarbeitern die Projekte für unsere Kunden ab und blicken auf erfolgreiche und spannende 10 Jahre zurück. Unser Mindset und unsere Ausrichtung ist „grün“ – nachhaltig, umweltverträglich, im Einklang mit Mensch und der Natur. Zusammen – ehrlich – offen – im Austausch. Bei uns geht es nur so. Und dass macht uns sehr speziell und erfolgreich.",,,5—9,DesignKis GmbH & Co. KGD-22761 HamburgDeutschland,"Werbeagenturen
Verpackungsdesigner
Corporate Designer",,https://www.design-kis.de/
Web Labels Webdesign UG,"Webdesign, SEO, AdWords, e:Commerce, Screendesign","Moin!Du möchtest wissen wer wir sind? Wir sind eine 10 Personen-Agentur in Bad Oldesloe (Stopp! nicht weglaufen – mit dem Express brauchst du 18 min zu uns;) Egal ob von Lübeck oder Hamburg)Wir sind ein eingespieltes Team, im alter von 22−40 ist hier alles vertreten.Unser Brot verdienen wir seit Jahren mit eigenen kreativen Webdesigns, die wir mit eigenen WordPress Templates entwickeln. Seit 2015 sind wir aber auch Shopware-Partner und gehören in der Business-Abteilung im umkreis von 200km zu den Top-Agenturen.So haben wir mittlerweile 50% Webseiten und 50% Webshops. Darauf aufbauend begleiten wir unsere Kunden weiter im Social-Media (Teils), sowie OnPage (Stark!), Offpage (mittel) und AdWords (Stark!).Natürlich sind wir auch fit in Print und erstellen somit passend im CD geile Handouts, Flyer, Broschüren, sowie alles andere, was man in die Hand nehmen kann zum werben;) Unsere Agentur befindet sich im 6 Jahr und ist stetig am Wachsen!","Shopware, Wordpress, SEO, Junior, Senior, HTML5, CSS3, PHP",2012,10—19,Web Labels Webdesign UGD-23843 Bad OldesloeDeutschland,"Still-
Fotografen/
Produktfotografen
Internetagenturen
Web-
Konzepter",https://www.web-labels.de/impressum,https://www.web-labels.de/
Kelling Agentur für Marketing und Kommunikation GmbH & Co. KG,Agentur für Marketing und Kommunikation,"KELLING – denkt x andersMit unseren Kunden verbindet uns stets ein gemeinsames Ziel: Unbändiges Streben nach größtmöglichem Erfolg. Trotzdem oder gerade deswegen menschelt es bei uns – unsere Kunden verstehen wir als Partner und wir sind mehr als ein Team. Denn für uns bedeutet der Team-Gedanke nicht „Toll, ein anderer macht’s“, sondern wir ziehen an einem Strang. Es geht konstruktiv, kreativ, nett, familiär-freundschaftlich zu, sodass wir sogar nach Lust und Laune außerhalb der Büroräume Zeit zusammenverbringen. Wir denken einfach anders, das macht uns anders. Das gefällt auch unseren Kunden. Wir arbeiten für viele Mittelständler, aber auch für kleinere und größere Unternehmen aus den unterschiedlichsten Branchen.",,,10—19,Kelling Agentur für Marketing und Kommunikation GmbH & Co. KGD-27568 BremerhavenDeutschland,"Werbeagenturen
Entwicklung
Corporate Designer",http://www.kelling-marketing.de/impressum/,http://www.kelling-marketing.de/
Black Sail Pictures GmbH,"Beratung, Planung und Produktion von Visual Effects für Film, Fernsehen, Industrie und Werbung",,"Vfx, Nuke, Producer, Cgi, Adobe Creative Suite, 3D, Houdini, 3ds Max, Maya",2007,5—9,Black Sail Pictures GmbHD-82031 Kr. München - GrünwaldDeutschland,"Werbeagenturen
Screendesign
Film/
Video",,http://www.blacksail.pictures/
Internetagentur Webfeinschliff,"Internetagentur mit Fokus auf Online Marketing, Webdesign, Webentwicklung & Consulting",,"Print, Konzeption, Social Media, Photoshop, Bildbearbeitung, Illustration, Kundenkommunikation, Mediengestaltung, Design, Grafikdesign",,5—9,Internetagentur WebfeinschliffD-97222 RimparDeutschland,"Werbeagenturen
Internetagenturen",,https://www.webfeinschliff.de/
Sonic Sales Support GmbH,Full Service Agentur im below-the-line Segment,"Unsere Kunden sind Premium. Wir sind es auch. Seit 10 Jahren ist die Sonic Sales Support GmbH bereits erfolgreich als Full-Service Agentur am Markt etabliert. Wir planen, konzipieren und realisieren erstklassige Marketingmaßnahmen, beeindruckende Kundenevents, kleine und große Messeauftritte, Roadshows, Sales-Promotions und Incentiveprogramme.","Event, Veranstaltung, Messe, Management, Promotion, Vertrieb, Marketing, Design",2007,100—199,Sonic Sales Support GmbHD-47807 KrefeldDeutschland,"Messe
Eventagenturen
Werbeagenturen",https://www.shoch3.com/impressum/,https://www.shoch3.com/
Vaterblut,WIR SIND EINE AGENTUR FÜR PRÄGENDE KOMMUNIKATION.,"WIR SIND INHABERGEFÜHRT UND INTERDISZIPLINÄR.WIR SIND ÜBERZEUGUNGSTÄTER MIT ECHTEN ÜBERZEUGUNGEN.WIR SIND LEIDENSCHAFTLICH & LEIDENSFÄHIG.WIR SIND MIT HERZBLUT, WILLE UND STOLZ AM BALL.WIR SIND MITUNTER ETWAS ANSTRENGEND.WIR SIND STETS VON DER SACHE GETRIEBEN.WIR SIND SCHLAU, UNERWARTET, BERÜHREND & PRÄGEND.",,1994,10—19,VaterblutD-14167 BerlinDeutschland,"Eventagenturen
Werbeagenturen
Werbung",,http://www.vaterblut.com/
brand spiders GmbH,"Content Marketing, Werbung, Imagefilme",,,2016,5—9,brand spiders GmbHD-81541 MünchenDeutschland,"Werbeagenturen
Film/
Video
Internetagenturen",,http://www.brandspiders.com/
new world vox,Bewusstes Marketing für eine Welt im Wandel,"new world vox Bewusstes Marketing für eine Welt im WandelWir ermöglichen Selbstständigen, bewussten Gründern und jedem Conscious Business, ihre Nachricht oder ihre Produkte zu verbreiten, in dem wir über 15 Jahre Erfahrung mit günstigen Konditionen für „die gute Sache“ kombinieren.Schau gern auf unserer Website vorbei oder schreib uns und wir melden uns sofort für ein kurzes Gespräch! :-)","Websites, Screendesign, Logodesign, Startup, Webdesign, Konzept, Webentwicklung, Briefpapier, Logo, Bildbearbeitung, Photoshop, Adobe Illustrator, Text, Texter, Projektmanagement, Marketing, Newslette",2017,10—19,new world voxD-20354 HamburgDeutschland,"Screendesign
Internetagenturen
Corporate Designer",,https://www.newworldvox.com/
Amaretis Agentur für Kommunikation GmbH,Wir entwickeln und gestalten anspruchsvolle Lösungen für Kommunikation online und offline.,"AMARETIS – Agentur für Kommunikation GmbH mit Sitz in Göttingen positioniert sich bundesweit als Full-Service-Anbieter in der Kommunikationsbranche. Die Agentur beschäftigt sich mit sämtlichen Segmenten von Marketing und Kommunikation. Bei der Entwicklung und Durchführung von Kampagnen und Projekten wird dabei vor allem auf eine solide konzeptionelle Grundlage und durchdachte strategische Planung im Sinne unserer Kunden gesetzt. Neben unserer kompetenten Arbeit schätzen diese im Besonderen unsere Erfahrungen in den Bereichen Unternehmenskommunikation und Standortmarketing, Film, Neue und Neueste Medien wie Mobile Marketing, Social Media, SEO, SEA sowie SEM. Mit diesen Kernkompetenzen zeichnen wir in der Kommunikationsbranche ein attraktives und besonderes Unternehmens-Profil. Herauszustellen ist dabei die besondere Betriebsstruktur von AMARETIS: Neben den festen Mitarbeitern arbeitet für die Agentur eine Vielzahl von selbständigen Spezialisten in einer vernetzten Teamstruktur. Jeder setzt seine speziellen Kenntnisse, handwerklichen Fähigkeiten und langjährigen Erfahrungen nach Bedarf für die gemeinsamen Projektziele ein. Das ist die Basis der Professionalität, der Effektivität und des Erfolges von AMARETIS. Die Philosophie des Netzwerkes schafft betriebswirtschaftliche Flexibilität und inhaltliche Effizienz, was letztlich den zufriedenen Kunden zugute kommt.Unsere Referenzen finden Sie anschaulich auf unserer Webseite.","Webdesign, Corporate Design, Grafikdesign, Werbefotografie, Beratung, Strategie, Konzeption, Marktforschung, Online-Marketing, Redaktion, Texterstellung, Multimedia, Print, Webentwicklung, PR",2003,5—9,Amaretis Agentur für Kommunikation GmbHD-37073 GöttingenDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://www.amaretis.de/impressum/,https://www.amaretis.de/
Alfred Wimmer GmbH Werbemittelagentur,Sonderproduktionen Werbemittel – Express-Service – Kugelschreiber – Lederwaren – Kalenderproduktion – Notizbücher – USB Sticks…,,,1952,5—9,Alfred Wimmer GmbH WerbemittelagenturD-81827 MünchenDeutschland,"Werbeagenturen
Verpackungsdesigner
Werbung",,http://www.alfredwimmer.de/
What About Now,"Kerngeschäft der Berliner Agentur What About Now ist Strategie, Beratung und Kommunikation.","Die richtige Herangehensweise zu einer wirkungsvollen Strategie ist, nach Marktgegebenheiten und für Zielgruppen zu denken. So entwickeln wir aktuell auch die neue Corporate Identity und die gesamte B2B- und B2C-Kommunikation für das Pharmaunternehmens Fair-Med Healthcare AG.WHATUnternehmen definieren Zielsetzungen, das zugehörige Management hat oftmals Wünsche und der Markt diktiert Anforderungen. Die richtige Herangehensweise zu einer wirkungsvollen Strategie ist, nach Marktgegebenheiten und für Zielgruppen zu denken. Und funktionale Ideen für mutige Kunden zu haben.ABOUTWas können Produkte und Dienstleistungen eines Unternehmens leisten? Halten sie ihr versprechen? Gibt es neben optimaler Verpackung einen Mehrwert oder Zusatznutzen? Hat der Inhalt genügend Gehalt, die ungeteilte Aufmerksamkeit auf sich zu ziehen? Weil er dem Konsumenten für Bedürfnisse passende Nutzenpotentiale bietet.NOWWahrnehmung braucht die Bereitschaft zur Aufmerksamkeit durch Abgrenzung, bestenfalls Alleinstellung. Und Aussagekraft für Verständnis und Glaubwürdigkeit. Zudem schafft Involvement Interesse, Sympathie und Bindung. Unabhängig von Werbeformen/ -mitteln und Verbreitungswegen mit Endgeräten.","Textredaktion, Audio/video, Print, Bildredaktion, Interactive, Vermarktung, Konzeption, Entwicklung In Front-, Backend, Digital Beratung, Content Managements Systeme, Hosting",2016,5—9,What About NowD-10117 BerlinDeutschland,"Werbeagenturen
Werbung
Corporate Designer",,https://www.whataboutnow.de/
InfluenceME by Soma 2 GmbH,Influencer Marketing Agentur Dienstleitungen vom Profi,"Mit InfluenceME.de bietet die SOMA 2 GmbH Komplettlösungen im Influencermarketing. Das Dreisäulenprinzip aus Daten, manueller Expertenarbeit und Influencercommunity garantiert eine hochwertige Umsetzung Ihres Influencer Projekts.","Blogger, Influencer, Influencer Marketing, Youtuber, Instagrammer",2001,10—19,InfluenceME by Soma 2 GmbHD-82110 GermeringDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",https://soma2.de/impressum.html,https://influenceme.de/
element berlin,"Nachhaltiger Freiberufler-Verbund für Konzeption, Design und Realisation","Wir sind ein werteorientiertes Freiberufler-Verbund-Büro in Berlin und bieten verschiedene Leistungen rund um die Präsen­tation und Kom­mu­nikation von Unternehmen und Organi­sationen an.Uns verbindet die Vision einer nachhaltigen Zusammen­arbeit, die das Leben be­reichert. Das unserer Auftrag­geber und Ge­schäfts­partner ebenso wie unser eigenes.","Nachhaltig, Gfk, Gwö Werteorientiert, Gemeinwohlorientiert, Grafik, Design, Webdesign, Marketing, Kampagnenplanung, Webentwicklung",2004,5—9,element berlinD-10823 BerlinDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",https://www.element-berlin.de/impressum,http://www.element-berlin.de/
exutec GmbH,exutec ist eine Münchner Digital- und Performance Agentur,"exutec wurde 2008 gegründet und kümmert sich im Herzen von München um Kunden aus unterschiedlichen Branchen wie beispielsweise Handel, Lifestyle, E-Commerce, Versicherung, Film u.v.m. Unsere Kunden begleiten wir bei ihren webbasierten Projektvorhaben als Full-Service-Agentur und Sparringspartner mit maßgeschneiderten Lösungen. Unser Leistungsportfolio umfasst die strategische Beratung, Design, Umsetzung und Vermarktung komplexer Corporate Seiten, Shops, Landingpages und Webapplikationen.Zur Verstärkung unseres Teams suchen wir digitale Macher und Persönlichkeiten, die etwas bewegen und spannende Projekte und Start-up-Ideen umsetzen und damit begeistern wollen!","Exutec, Webagentur, Online Marketing, Online Kampagnen, Typo3, Cms, Corporate Websites, Ecommerce, Webshops, Magento, Landingpages, Screendesign, Corporate Design, Leadagentur, Craft, Wordpress",2008,20—49,exutec GmbHD-80636 MünchenDeutschland,"Screendesign
Internetagenturen
Web-
Konzepter",,http://www.exutec.de/
Spingys,Technische Werbeagentur in Wuppertal,"Wir beraten, begleiten und unterstützen Unternehmen in Ihrer Produkt- und Projektkommunikation. Von der Idee über die Vermarktung bis zur Inbetriebnahme. Wir gestalten On- und Offlinemedien.","Content Marketing, Beratung, Projektkommunikation, Produkteinführung, Produktkommunikation, Technische Dokumentation",1998,5—9,SpingysD-42117 WuppertalDeutschland,"Werbeagenturen
Internetagenturen
Werbung",http://www.spingys.com/impressum.html,https://www.spingys.com/
Wolf trifft Jaeger. GmbH,Agentur für kreative Kommunikationsberatung in Unternehmen.,"Wolf trifft Jaeger ist eine Agentur für kreative Kommunikationsberatung in Unternehmen. Wir kreieren und realisieren kanalübergreifende Projekte für Vertriebs-, Arbeitgeber- und Interne Kommunikation auf Grundlage schlüssiger Konzepte.","Unternehmenskommunikation, Kommunikationsberatung, Live-Marketing, Live-Kommunikation, Event Spezialist",2005,5—9,Wolf trifft Jaeger. GmbHD-20146 HamburgDeutschland,"Messe
Eventagenturen
Werbeagenturen",http://http://www.wolf-trifft-jaeger.de/impressum/,http://www.wolf-trifft-jaeger.de/
Autoactiva Werbeagentur GmbH,Fullservice Werbeagentur mit Schwerpunkt Automobil,"Seit den 90er Jahren aktiv für die Automobilbranche.Was erwarten Sie von Ihrer Werbeagentur? Günstige Arbeit? „Billig!“ finden Sie an jeder Ecke. Schnelligkeit? Das bieten die meisten. Ausgefallene Ideen? Hier trennt sich langsam die Spreu vom Weizen. Spezialisierung? Da lichten sich die Reihen noch stärker. Mehr als 2 Jahrzehnte Erfahrung, die alles zu einem perfekt funktionierenden Ganzen schmiedet?Jetzt kann man die Namen an einer Hand abzählen – und wenn es um die Autobranche geht, ist die Wahl klar: Autoactiva.Egal ob es um Print, Online, Funk, Events oder Verkaufsförderung geht. Von unseren exzellenten Media-Strategien und der hocheffizienten Budgetierung ganz abgesehen. Autoactiva ist ein Name, den Sie bei Planung und Durchführung Ihrer Werbemaßnahmen bald nicht mehr missen wollen – probieren Sie es aus!","Virtual Reality, Vr, Fullservice, Werbeagentur, Marketing, Beratung, Automobil, Programmierung, Werbung, Anzeigen, Events, Mediaplanung, Media, Controlling, PHP, CSS, Cms, Webseite, Landingpage",1990,20—49,Autoactiva Werbeagentur GmbHD-63450 HanauDeutschland,"Werbeagenturen
Internetagenturen
Werbung",https://autoactiva.de/impressum/,https://autoactiva.de/
flowmedia GmbH,Agentur für Marketing & PR,"Wir sind eine inhabergeführte Full-Service Agentur für B2B-Kommunikation. Seit mehr als 13 Jahren gestalten wir gemeinsam mit unseren Kunden erfolgreiche Lösungen für ihr Corporate Marketing. Dazu gehören strategische Beratung, Konzeption, Presse- und Öffentlichkeitsarbeit sowie die Umsetzung von Printmedien und digitalen Medien. Unsere Kunden sind mittelständische Unternehmen mit nationalen und internationalen Geschäftsbeziehungen, öffentliche Einrichtungen sowie Institute und Verbände.","Marketing, Corporate Marketing, Konzeption, Webentwicklung, Typo3, Programmierung, App-Entwicklung, Pressearbeit, Öffentlichkeitsarbeit, Redaktion, B2B",2005,5—9,flowmedia GmbHD-32756 DetmoldDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",,http://www.flowmedia.de/
gilbert design druck werbetechnik GmbH,"Gestaltung, Design, Druck und Werbetechnik","Die gilbert design druck werbetechnik GmbH ist ein mittelständisches Unternehmen mit Sitz in Essen-Rüttenscheid. Als modernes Medienhaus realisieren wir hochwertige Print-Lösungen im Offset-, Digital- und Großformatdigitaldruck.Mit unserer breiten Produktpalette und einem ganzheitlichen Service-Ansatz richten wir uns an Geschäftskunden im deutschsprachigen Raum.","Mediengestaltung, InDesign, Photoshop, Reinzeichnung, Druckvorstufe, Bildbearbeitung",1991,5—9,gilbert design druck werbetechnik GmbHD-45130 EssenDeutschland,"Werbeagenturen
Typografen/
Layouter",,https://www.gilbert.nrw/
Royal Design Werbeagentur GmbH,"Die Werbeagentur Royal Design in Köln zeigt Ihnen, wie Sie mit Ihrem Unternehmen jetzt mehr Umsatz im Internet erzielen und…",,"Werbeagentur, Werbeagenturen, Internetagentur, Internetagenturen, Webdesign, Webentwicklung, Shopware, Online Shop, Webshop, E-Commerce, SEO, Suchmaschinenoptimierung, Adwords, Werbung, Sea, Sem, Köln",2006,10—19,Royal Design Werbeagentur GmbHIm Klapperhof 31D-50670 KölnDeutschland,"Werbeagenturen
Internetagenturen
Web-
Konzepter",https://www.royal-design.com/impressum/,https://www.royal-design.com/
Kwhc GmbH,IHR PARTNER FÜR DIE VERBINDUNG VON MEDIZIN + MEDIEN + MARKETING,"Die KWHC GmbH ist eine mittelständische Agentur, die seit fast 20 Jahren im Bereich elektronischer Medien und Marketing im Gesundheitswesen arbeitet. Der Schwerpunkt liegt auf der medialen Unterstützung medizinischer Online-Angebote. Wir haben einen festen Kundenkreis von national und international tätigen Unternehmen. Wir bieten interessante Möglichkeiten der beruflichen Entwicklung als auch kreative Frei- und Handlungsspielräume.",,1999,20—49,Kwhc GmbHD-29525 UelzenDeutschland,"Film/
Video
Internetagenturen
Entwicklung",https://www.kwhc.de/startseite/impressum/,https://www.kwhc.de/
SDB – Marketing Group,Werbeagentur,"Die SDB – Marketing Group gehört zu den führenden Werbeagenturen für das Gastronomie-Gewerbe mit Sitz in Gießen. Als Fullservice-Werbeagentur betreuen wir zahlreiche Clubs, Bars, Restaurants und Kinos.","Photoshop, InDesign, Adobe Illustrator, HTML5, CSS3, Javascript",,5—9,SDB – Marketing GroupD-35394 GießenDeutschland,"Werbeagenturen
Werbung
Corporate Designer",http://sdb-group.de/,http://sdb-group.de/
Entsorgo Internet UG (Haftungsbeschränkt),Entsorgo – Die Agentur für Entsorger,"Entsorgo ist ein digitaler Entsorger. In der relativ verstaubten Entsorgungsbranche setzt Entsorgo neue Trends, wenn es um die Digitalisierung im Entsorgungsmarkt geht. Entsorgo bietet seinen Partnern eine innovative, digitale Lösung und den Nutzern Usability und bequemlichenkeit. Entsorgo ist eines der führenden Entsorgungsplattformen in Deutschland.","Design, Online Marketing",2017,5—9,Entsorgo Internet UG (Haftungsbeschränkt)D-12049 BerlinDeutschland,"Location-
Agenturen
Werbeagenturen
Internetagenturen",https://www.entsorgo.de/impressum/,https://www.entsorgo.de/
Freelance Junior,Die Campus-Agentur,"Wir – Matthias, Paul und Matze – haben neben unserem Studium eine Freelancer-Plattform für Studierende aufgebaut. Neben der Plattform haben wir Anfang 2018 eine Agentur gegründet, die mit den besten Studierenden aus unserem Netzwerk zusammenarbeitet: Paul und Matze übernehmen das Projektmanagement und finden mit ihrer Erfahrung aus über 2.000 abgewickelten Aufträgen für jeden Kunden die passenden Lösungen zu einem fairen Preis.","Design, Webdesign, Wordpress, Logo, Entwicklung",2018,10—19,Freelance JuniorD-20357 HamburgDeutschland,"Typografen/
Layouter
Internetagenturen
Corporate Designer",https://www.freelancejunior.de/impressum,https://www.freelancejunior.de/
Agentur Jung GmbH,Design und Kommunikation,"Unsere Idee von Kommunikation ist einfach:Erzähl eine gute Geschichte. Beim Schreiben der Drehbücher über Menschen, Marken und deren Produkte, denken und fühlen wir in alle Richtungen – immer zielorientiert, flexibel und unkompliziert und gemeinsam mit unseren Kunden. Dank dieser Philosophie finden wir Glühwein in Gummistiefeln, entfachen die Liebe zu Lebensmitteln und statten Verpackungen mit prägendem Design aus. Dabei nutzen wir alle Kniffe der Erzählkunst – von analog bis digital.","Design, Kommunikation, Packaging, Art Director, Art Direktion, Adobe Creative Suite",1997,10—19,Agentur Jung GmbHD-20148 HamburgDeutschland,Werbeagenturen,https://www.agentur-jung.de/impressum.html,https://www.agentur-jung.de/
Klocke-Werbeagentur,"Professionell, persönlich, überraschend in Hildesheim und Berlin.","Wir schaffen Design-Konzepte, die zielgerichtet Impulse setzen. Eine Werbebotschaft ist heute mehrdimensional, interaktiv und vernetzt. Entsprechend komplex sind unsere Kommunikationslösungen. Gemeinsam mit unseren Kunden entstehen Werbekonzepte von ‚S‘ bis ‚XL‘.","Grafik, Design, Webdesign, Print, Layout, Gestalter",1997,5—9,Klocke-WerbeagenturD-31137 HildesheimDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",,http://www.klocke-agentur.de/
Bernstein GmbH,Kreative Kommunikations- und Markenberatung,"Today everything is communication. Bernstein is an international provider of creative communication and brand consulting for todays connected world. We believe communication should always be simple, exciting, and business-relevant. Or, in short: Communication should always be Fucking Delicious. The focus of our work is creating exactly that.",,2009,20—49,Bernstein GmbHD-28217 BremenDeutschland,"Werbeagenturen
Internetagenturen",https://bernstein.de/impressum/,https://bernstein.de/
Loft48° Werbeagentur GmbH,"Werbeagentur, Konzeptionen, Grafikdesign, Webdesign, Katalogproduktion","LOFT48° ist die Werbeagentur mit engagiertem Full-Service und entsprechend langjähriger Kundentreue. LOFT48° verfügt über nachweisbare Branchenkompetenz in den Bereichen B-to-B, speziell für komplexe technische Produkte. In den Konsum­güter­branchen Mode, Wäsche, Stoffe, Möbel und Lifestyle betreuen wir viele namhafte Marken aus den Regionen Albstadt und Schwarzwald.Mit der Abteilung „Medienproduktion“ gehört LOFT48° zu den wenigen Spezialisten mit komplettem Workflow zur Erstellung auch umfangreicher Katalog­produktionen.","Corporate Design, Konzeptionen, Grafikdesign, Aktionen, Webdesign",2003,5—9,Loft48° Werbeagentur GmbHD-72144 DußlingenDeutschland,"Messe
Werbeagenturen
Internetagenturen",https://loft-48.de/impressum,https://loft-48.de/
Pinkcube GmbH,Werbeartikel betsllen bei Pinkcube,"Wir sind Pinkcube. Wir liefern Ihnen Werbegeschenke über sehr benutzerfreundliche Webshops. Wir machen es einfach. Jeden Tag auf’s neue. Wir wissen, dass Sie sich am liebsten nicht zu viel Mühe machen, um Werbemittel zu bestellen. Also helfen wir helfen Ihnen dabei, ohne viel Aufwand die Artikel zu erhalten, die Sie sich wünschen. Jeden Tag arbeiten wir daran, besser zu sein als gestern. Das ist Pinkcube.Wir sind ein Berliner Unternehmen. Wir stehen für Zuverlässigkeit, hohe Beratungskompetenz und Zielorientierung. Seit unserer Gründung im Jahr 2012 machen wir deswegen durchgängig genau eine Sache: Wir begleiten unsere Kunden als ständige Ansprechpartner und sind motiviert jeden noch so außergewöhnlichen Werbeartikel-Auftrag in kürzester Zeit zu erfüllen. Das Angebot im Werbemittelmarkt ist heute umfangreicher als je zuvor. Deshalb ist uns die Bindung zu unseren Kunden sehr wichtig, nur auf diesem Weg können wir die optimalen Werbemittel anbieten. Ein Weg, auf dem wir vor allem in den Niederlanden, Belgien und Deutschland seit Jahren erfolgreich Werbemittel vermarkten.Schnell und einfach die höchste QualitätWir bieten Ihnen sehr hohe Benutzerfreundlichkeit auf unseren Webshops. So haben wir zum Beispiel eine Vor-Auswahl getroffen der besten Produkte und Produktkategorieen. So finden Sie immer einfach ein passendes Produkt zu Ihrem Budget und Werbe-Ziel. Innerhalb von 1 Minute erhalten Sie ein übersichtliches Angebot, und in der Zwischenzeit erstellen wir kostenlos und unverbindlich ein Entwurf. So einfach kann es sein!","Werbeartikel, Werbemittel, Werbegeschenke",2012,5—9,Pinkcube GmbHD-10243 BerlinDeutschland,"Werbeagenturen
PR-
Agenturen",https://www.pinkcube.de/kontaktformular/impressum,https://www.pinkcube.de/werbeartikel/
echtgut markeninszenierung GmbH,Werbeagentur,,"Werbeagentur, Agency, Advertising, Werbung, Kreativ, Photoshop, Video, Audio, Fotografie, Adobe Illustrator, InDesign",,10—19,echtgut markeninszenierung GmbHD-66123 SaarbrückenDeutschland,"Werbeagenturen
Film/
Video
Corporate Designer",https://www.echtgut.de/impressum/,https://www.echtgut.de/
Projecter GmbH,"Online Marketing Agentur – Suchmaschinenmarketing (SEM, SEA), Suchmaschinenoptimierung (SEO) & Content Marketing, Affiliate…","Bei Projecter findest du deinen Platz im Online Marketing. Wir betreuen Kunden in den Bereichen Suchmaschinenmarketing (SEM, SEA), Suchmaschinenoptimierung (SEO) & Content Marketing, Affiliate Marketing, Display Marketing, Social Media Marketing (SMM) und Media Buying. Entwickle mit uns in diesen Bereichen neue Ideen und erfolgreiche Strategien, die du von Grund auf in der Umsetzung mit betreust.Wir betreuen Kunden wie SportScheck, Carhartt WIP, ProSiebenSat. 1 Media SE, Herolé Reisen und spreadshirt aus den unterschiedlichsten Branchen und in mehreren Bereichen. Unsere Kunden und Partner liegen uns am Herzen, deswegen arbeiten wir transparent und ehrlich.","Adwords, Analytics, Instagram, Facebook, Digitales Marketing, Online Marketing, Pinterest, Affiliate, SEO, Sea, Social Media",2008,20—49,Projecter GmbHD-04109 LeipzigDeutschland,"Werbeagenturen
Internetagenturen",http://www.projecter.de/impressum.html,http://www.projecter.de/
luca design,Corporate Design und Corporate Publishing in Web und Print,"Als Hamburger Designbüro entwickeln wir Konzepte für das visuelle Auftreten von Unternehmen und setzen sie medienübergreifend um. Seit Beginn 2018 ist lucadesign ein Unternehmen der RAIKESCHWERTNER Gruppe.Unsere Kunden sind unter anderem: Google, Hamburg Port Authority, Google, Allianz, Allianz Global Investors. Hamburg Marketing, Highstreet, Eggers, Fleischgroßmarkt Hamburg …","Corporate Design, Webdesign, Logo, Photoshop, Indesign. Illustrator, Adobe After Effects",2000,5—9,luca designD-20459 HsmburgDeutschland,"Screendesign
Internetagenturen
Corporate Designer",,http://www.lucadesign.de/
profi.com AG business solutions,"Wir testen, wir automatisieren, wir schützen Ihre IT! Kurzum, wir sind Experten für das IT-Qualitätsmanagement.","Wir kommen aus keiner Garage und haben kein fancy Produkt. Aber wir haben den richtigen Riecher für das, was der Markt verlangt. Im Zuge des Internethype um die Jahrtausendwende entwickelte alle Welt Software. Mehr oder weniger wild, aber immer am Puls der Zeit. Doch kaum einer nahm sich die Zeit, seine Software auch zu testen. Das war und ist unsere Chance.In den 2000ern ging es solide bergauf. Große Konzerne wurden auf uns aufmerksam und mit einem großen Hersteller im Rücken sind wir weiter gewachsen. Hauptsächlich konzentrieren wir uns auf den deutschsprachigen Raum und sind für große und mittelständische Unternehmen aktiv. Individuelle Lösungen sind unsere Spezialität, genauso wie der partnerschaftliche Kontakt zu unseren Kunden. Dazu zählen bekannte DAX-Unternehmen als auch erfolgreiche mittelständische Unternehmen sowie innovative Start-Ups.Als Problemlöser und faire Berater werden wir beauftragt, um gemeinsam anspruchsvolle Projekte zu realisieren. Was auch nicht zu kurz kommt ist unser Humor – von tiefschwarz bis befreiend lachen wir viel und gern. Niemals über andere, aber gern miteinander.Mit mehr als 70 festen und freien Mitarbeitern arbeiten wir jeden Tag daran, den Slogan „we make IT work“ zu verwirklichen.","It Qualitätsmanagement, It Dresden, Cloud-Services, It-Beratung, Network-Security, Software-Qualitätsmanagement, Software-Integration, Testautomatisierung, Hpe Support",,50—99,profi.com AG business solutionsStresemannplatz 3D-01309 DresdenDeutschland,Internetagenturen,https://www.proficom.de/weitere-informationen/impressum.html,https://www.proficom.de/
Zepcom,Ecommerce Entwicklungspartner für B2B Kunden und Agenturen,"ZEPCOM ist ein führendes Technologieberatungsunternehmen, das hochleistungsfähige Softwarelösungen für verschiedene Branchen anbietet. Wir bieten maßgeschneiderte E-Commerce-Plattform-Entwicklung und User-Experience-Design für professionelle und Enterprise-Online-Shops und Websites.","Shopware, Magento, Oxid, Jtl, Typo3, Wordpress, Prestashop, Sap Hybris",2009,100—199,ZepcomD-10707 BerlinDeutschland,"Screendesign
Internetagenturen
Entwicklung",,http://zep-com.de/
